,song_title,artists,song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time signature
5523,Wasted Time - 2013 Remaster,['Eagles'],spotify:track:0Q5YtY85lz5n7rQkeMNpoe,0.564,0.634,0.0,-10.204,1.0,0.0346,0.033,0.108,0.102,0.838,158.908,460312.0,4.0
5524,Death On Two Legs (Dedicated To...) - Remastered 2011,['Queen'],spotify:track:4J0kN8QS2esY6cWBsFjtW9,0.257,0.819,7.0,-3.562,1.0,0.0422,0.085,0.015,0.324,0.267,150.354,308560.0,4.0
5525,Hello Hooray,['Alice Cooper'],spotify:track:69yLvoepwaaD6xtVJPPOLx,0.384,0.533,2.0,-14.077,1.0,0.0456,0.103,6.26e-06,0.168,0.566,154.299,259533.0,4.0
5526,Stay - Live,['Jackson Browne'],spotify:track:14ldz51B9dRHcRKT5vZU62,0.413,0.127,0.0,-14.806,1.0,0.037,0.957,1.45e-05,0.114,0.265,131.189,138133.0,4.0
5527,Teach Your Children,"['Crosby, Stills, Nash & Young']",spotify:track:29HaKOpeLSYvqdFyEQSRdj,0.615,0.3,9.0,-16.973,1.0,0.127,0.53,0.000954,0.0864,0.566,128.061,242733.0,4.0
5528,Black Magic Woman,['Santana'],spotify:track:6qnEX3o6beWutpuYWHLY8T,0.557,0.787,2.0,-5.694,1.0,0.0367,0.00916,0.0,0.191,0.486,123.961,181067.0,4.0
5529,Trampled Under Foot - 1990 Remaster,['Led Zeppelin'],spotify:track:2g7iUTiLRue30KAXnesFgt,0.366,0.468,4.0,-14.514,0.0,0.0826,0.537,0.0283,0.0664,0.0506,90.281,335286.0,4.0
5530,Powderfinger,['Neil Young'],spotify:track:300Vj1NjKB84fvcnFnmBHr,0.596,0.899,7.0,-6.449,1.0,0.0599,0.0274,6.3e-05,0.414,0.559,140.112,270413.0,4.0
5531,The Great Gig In The Sky - 2011 Remastered Version,['Pink Floyd'],spotify:track:7iyr2AP7JbsactrEySUyNX,0.873,0.808,0.0,-6.729,0.0,0.0466,0.777,0.0,0.357,0.933,139.676,132707.0,4.0
5532,Lucky Man,"['Emerson, Lake & Palmer']",spotify:track:5gerLyB9IWbuwLVbhEimB5,0.734,0.977,6.0,-4.756,1.0,0.0319,0.498,0.0,0.155,0.967,123.284,206413.0,4.0
5533,A Whiter Shade Of Pale,['Procol Harum'],spotify:track:3khRyS51pqx4sOR6Fz3r1D,0.487,0.881,8.0,-6.129,1.0,0.0475,0.000316,0.00839,0.0879,0.642,108.548,179773.0,4.0
5534,Ripple - 2013 Remaster,['Grateful Dead'],spotify:track:1OE5l6sedVcIFELMuxQOPI,0.399,0.571,2.0,-11.986,1.0,0.0777,0.679,1.06e-05,0.23,0.227,75.537,315000.0,4.0
5535,Hard Headed Woman,['Yusuf / Cat Stevens'],spotify:track:0JvigSlap4w3L8QgD5ehp8,0.702,0.779,5.0,-12.267,1.0,0.0412,0.0561,0.0905,0.303,0.949,98.7,351507.0,4.0
5536,"Close to the Edge (I. The Solid Time of Change, II. Total Mass Retain, III. I Get up I Get Down, IV. Seasons of Man)",['Yes'],spotify:track:1oJ2a13bVN1RssKIWxKLe2,0.45,0.838,9.0,-10.691,0.0,0.0832,0.0901,0.0366,0.0696,0.546,198.993,223133.0,4.0
5537,Stay the Night - 2006 Remaster,['Chicago'],spotify:track:0siySPc0ooo4rNTdwaoXM1,0.585,0.684,11.0,-10.516,0.0,0.0477,0.148,0.000172,0.051,0.383,127.829,200200.0,4.0
5538,Even It Up,['Heart'],spotify:track:4XpmzUpYX35pz85JOvAAZH,0.477,0.479,7.0,-11.887,0.0,0.0483,0.0649,0.029,0.0906,0.662,122.531,396187.0,4.0
5539,Jane,['Jefferson Starship'],spotify:track:0fFtudFYi0ZJwGQEZEh6PU,0.365,0.513,7.0,-13.034,0.0,0.0357,0.0208,0.000147,0.205,0.739,80.647,331200.0,4.0
5540,The Things We Do For Love,['10cc'],spotify:track:6fkK6FH4jXROo7GMwTR27S,0.666,0.895,6.0,-4.667,1.0,0.0293,0.0147,0.0,0.439,0.83,123.716,150773.0,4.0
5541,Photograph,['Ringo Starr'],spotify:track:2ySUQ9ISDdxy2HcU1iTta3,0.579,0.935,11.0,-5.552,0.0,0.0447,0.00856,0.00434,0.0769,0.75,114.753,261627.0,4.0
5542,Rock On,['David Essex'],spotify:track:7aMLQavs9eIki5fllOn4sx,0.462,0.75,0.0,-6.519,1.0,0.044,0.025,6.16e-05,0.068,0.848,133.5,276027.0,3.0
5543,Glad - Remastered 2010,['Traffic'],spotify:track:2xBLkPs9JUgDRL4cOxb0oN,0.452,0.908,2.0,-2.535,1.0,0.0567,0.452,0.279,0.318,0.792,112.872,278173.0,4.0
5544,Vincent,['Don McLean'],spotify:track:1QOjPpGoGfzUUjD87ltJzs,0.584,0.655,9.0,-11.932,1.0,0.0398,0.043,0.000107,0.4,0.792,169.693,203173.0,4.0
5545,Good Morning Music,['Edgar Winter'],spotify:track:37VAM1P1rHX0ZoN5AYeoLO,0.565,0.564,2.0,-10.044,1.0,0.0292,0.161,0.0,0.114,0.454,134.355,295533.0,4.0
5546,The Day the Earth Caught Fire,['City Boy'],spotify:track:5FfjDVgskQemZbTGWiQt0S,0.576,0.82,0.0,-6.075,1.0,0.04,0.0592,0.042,0.263,0.732,110.628,333933.0,4.0
5547,The Core,['Eric Clapton'],spotify:track:326jXPcnyxU2z66a6K1q94,0.817,0.599,0.0,-9.249,0.0,0.0328,0.132,0.000311,0.0873,0.548,108.873,245640.0,4.0
5548,Everybody's Everything,['Santana'],spotify:track:78u4foI23weUrnMcBtOdqJ,0.852,0.682,2.0,-10.041,1.0,0.404,0.181,0.0,0.934,0.763,117.959,251067.0,4.0
5549,Statesboro Blues,['Allman Brothers Band'],spotify:track:3Y7Tj9nMcUBQwLbmZ2iUpZ,0.587,0.378,4.0,-11.565,1.0,0.0239,0.358,0.0,0.0732,0.475,86.119,180453.0,4.0
5550,La Grange - 2005 Remaster,['ZZ Top'],spotify:track:70YvYr2hGlS01bKRIho1HM,0.669,0.707,0.0,-13.66,0.0,0.0478,0.347,0.000716,0.0997,0.806,124.335,275507.0,4.0
5551,Wild Wild Life - 2005 Remaster,"['Talking Heads', 'Jerry Harrison']",spotify:track:4yeaLecWINnWGpO5BOd4Mn,0.639,0.757,10.0,-12.351,0.0,0.0496,0.00559,0.0509,0.134,0.643,125.209,218840.0,4.0
5552,Take Your Whiskey Home,['Van Halen'],spotify:track:1Yc6kdVJeXJUCZiZOKaALk,0.696,0.439,9.0,-12.74,0.0,0.0283,0.477,0.00547,0.142,0.787,104.18,233040.0,4.0
5553,Everybody Wants To Rule The World,['Tears For Fears'],spotify:track:2GOGDZ9wAJbmznIstAxiU4,0.403,0.956,6.0,-7.376,1.0,0.0732,0.017,7.09e-05,0.0893,0.561,157.706,148573.0,4.0
5554,(Keep Feeling) Fascination - 2003 - Remaster,['The Human League'],spotify:track:26VPSrPYX6Ks5OL3sHQEJY,0.66,0.765,1.0,-5.229,0.0,0.0281,0.0192,0.0,0.136,0.566,139.455,223373.0,4.0
5555,What I Like About You,['The Romantics'],spotify:track:6NdcSEhpGGAYXNnnhGS2s6,0.618,0.566,11.0,-10.47,0.0,0.0435,0.0102,0.00131,0.0387,0.928,110.977,233133.0,4.0
5556,I Still Haven't Found What I'm Looking For,['U2'],spotify:track:5UQzaJnSGvBD5QyA6VpHy8,0.47,0.806,2.0,-7.165,1.0,0.0369,0.379,0.0624,0.86,0.787,132.359,278907.0,4.0
5557,Highway Star,['Deep Purple'],spotify:track:4gVTozEmzwAUXpwj3jEetX,0.541,0.864,1.0,-4.915,1.0,0.0357,0.00118,0.0,0.0896,0.435,124.557,216067.0,4.0
5558,Africa,['TOTO'],spotify:track:2374M0fQpWi3dLnB54qaLX,0.449,0.957,1.0,-2.989,1.0,0.0671,0.275,2.08e-06,0.295,0.591,127.971,175307.0,4.0
5559,Gimme All Your Lovin',['ZZ Top'],spotify:track:4ZyIXabL4Sp97BZfQgqwFB,0.233,0.87,9.0,-4.653,1.0,0.0643,0.00791,0.0198,0.251,0.409,162.003,310000.0,4.0
5560,The Weight - Remastered,['The Band'],spotify:track:0sDqo9UPzPUtu9wEkI3zRB,0.607,0.662,4.0,-9.456,1.0,0.0278,0.0951,8.27e-05,0.125,0.629,107.643,225853.0,4.0
5561,Prelude / Angry Young Man,['Billy Joel'],spotify:track:2tJeoAnno3JOGTIpXg1Wp3,0.559,0.393,0.0,-11.095,1.0,0.0237,0.717,0.0,0.0532,0.669,90.105,274891.0,4.0
5562,Telephone Line,['Electric Light Orchestra'],spotify:track:7gRn4QBNVuGmkzJcjm7Yor,0.419,0.912,2.0,-5.388,1.0,0.238,0.257,0.455,0.133,0.398,132.788,226750.0,4.0
5563,Point Blank,['Bruce Springsteen'],spotify:track:6yMh8Xi6hhSNXtPe2e7tlj,0.682,0.537,2.0,-10.254,0.0,0.0323,0.218,3.07e-05,0.0556,0.963,124.574,356733.0,4.0
5564,Beast Of Burden - Remastered 1994,['The Rolling Stones'],spotify:track:77oU2rjC5XbjQfNe3bD6so,0.444,0.721,0.0,-6.364,1.0,0.0263,0.27,0.00399,0.292,0.793,78.639,179787.0,4.0
5565,Deacon Blues,['Steely Dan'],spotify:track:1TyuusIyvlm93bl50KEsmd,0.403,0.607,8.0,-11.154,1.0,0.0366,0.476,0.0,0.223,0.527,114.838,265267.0,4.0
5566,Crazy Little Thing Called Love - Remastered 2011,['Queen'],spotify:track:35ItUJlMtjOQW3SSiTCrrw,0.391,0.493,5.0,-11.945,1.0,0.0306,0.244,6.03e-06,0.452,0.334,78.486,210933.0,4.0
5567,We're An American Band,['Grand Funk Railroad'],spotify:track:3bIgVAJqxzUKUIg5Wj72C8,0.497,0.795,5.0,-9.318,1.0,0.0616,0.0213,5.44e-05,0.728,0.654,123.334,272933.0,4.0
5568,I Do,['The J. Geils Band'],spotify:track:3CJ7Lv81oy1Qha4PrBZPxU,0.582,0.81,1.0,-7.024,0.0,0.0396,0.0338,1.68e-05,0.202,0.875,151.006,290280.0,4.0
5569,Spaceship Superstar,['Prism'],spotify:track:7bBBRcrjS9RidGF0xEoLip,0.785,0.737,9.0,-5.306,1.0,0.0363,0.042,0.000107,0.108,0.971,125.447,218960.0,4.0
5570,For Your Life - 1990 Remaster,['Led Zeppelin'],spotify:track:2hXhzBwIcrfQQUdelpLZXH,0.473,0.754,7.0,-6.959,1.0,0.0395,0.0273,0.0098,0.107,0.0668,128.36,231040.0,4.0
5571,You Make Loving Fun - 2004 Remaster,['Fleetwood Mac'],spotify:track:55mQhobuwtY7lfLAXylg1k,0.669,0.636,7.0,-10.756,1.0,0.0292,0.392,0.000379,0.314,0.639,122.321,253107.0,4.0
5572,Thank You - 1990 Remaster,['Led Zeppelin'],spotify:track:4ZkhFcoS3apzze9w2yI9NO,0.542,0.295,11.0,-15.399,1.0,0.0269,0.0166,0.000633,0.0599,0.627,72.676,239667.0,4.0
5573,Angry Eyes,['Loggins & Messina'],spotify:track:4Jjtkw6wdG5SCgw4vB7y6E,0.528,0.472,7.0,-10.428,1.0,0.0267,0.583,0.0,0.129,0.251,134.099,183187.0,3.0
5574,Wanted Dead Or Alive,['Bon Jovi'],spotify:track:4Zj9VM4fO1KwkU3lFaECsW,0.37,0.919,4.0,-5.721,1.0,0.102,0.000376,0.419,0.49,0.471,134.021,344240.0,4.0
5575,Light Up,['Styx'],spotify:track:2LNPICgsfcNfqkUsrPpwEy,0.661,0.645,4.0,-13.52,1.0,0.0487,0.00895,0.0,0.0362,0.93,136.693,204640.0,4.0
5576,Simple Man,['Graham Nash'],spotify:track:44eBSYvFSr1KGv4ZF5MahK,0.372,0.62,5.0,-12.312,1.0,0.0298,0.0881,0.524,0.27,0.963,154.252,221573.0,4.0
5577,And When I Die,"['Blood, Sweat & Tears']",spotify:track:5kMqaxZtS8G34laCJBaoRA,0.575,0.943,9.0,-7.647,1.0,0.0438,0.185,1.15e-05,0.334,0.963,150.766,253640.0,4.0
5578,Pinball Wizard - Original Album Version,['The Who'],spotify:track:4bLXYAYmP0sfXhsZSDIAwU,0.583,0.675,9.0,-7.126,1.0,0.0318,0.316,0.0,0.0472,0.693,114.208,151667.0,4.0
5579,School,['Supertramp'],spotify:track:6fnachl7fIn5dqIjakfJ57,0.576,0.545,5.0,-7.213,1.0,0.0281,0.0871,0.000502,0.267,0.649,84.24,250089.0,4.0
5580,"Girls, Girls, Girls",['Mötley Crüe'],spotify:track:6Gdi5lKjL1lfBH2rty4wCW,0.834,0.559,8.0,-9.366,0.0,0.0603,0.614,0.00434,0.0839,0.874,119.422,363413.0,4.0
5581,Girls,['Beastie Boys'],spotify:track:5h40ovzXu7rF7Giwb9oXYy,0.61,0.781,7.0,-8.878,1.0,0.0411,0.000244,0.0108,0.0645,0.745,112.16,243427.0,4.0
5582,Walkin' On The Sun,['Smash Mouth'],spotify:track:2JAf4C2jcUAGixxywJEUvm,0.378,0.789,0.0,-11.973,1.0,0.0434,0.00538,0.00258,0.0666,0.504,99.905,389200.0,4.0
5583,Desire,['U2'],spotify:track:0VwSKttQMVMOU9nV9fKpKj,0.622,0.76,9.0,-6.37,1.0,0.0356,0.0423,1.26e-06,0.105,0.801,82.716,290200.0,4.0
5584,Miami 2017 (I've Seen the Lights Go Out on Broadway),['Billy Joel'],spotify:track:4zVPevC2rE84lySHxX61Yr,0.55,0.535,5.0,-11.989,1.0,0.027,0.0728,6.15e-05,0.0729,0.878,147.912,180533.0,4.0
5585,Higher Love - Full Album Version,['Steve Winwood'],spotify:track:1vhNjOtmfgoGy4J6ijCUSS,0.543,0.307,2.0,-18.253,1.0,0.0414,0.334,0.0,0.044,0.649,168.169,258613.0,4.0
5586,"Rock And Roll, Hoochie Koo",['Rick Derringer'],spotify:track:74IXM2j4OVxl3cheffaCHT,0.437,0.427,5.0,-5.126,1.0,0.0278,0.0583,2.46e-06,0.207,0.399,74.141,182760.0,4.0
5587,Wait A Million Years,['The Grass Roots'],spotify:track:1v7ug9kMDdOQvOpZ8Dl2gS,0.472,0.652,1.0,-10.171,0.0,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,340200.0,4.0
5588,Aqualung,['Jethro Tull'],spotify:track:5UuikgHTxSRFRnC0zXx10i,0.468,0.663,9.0,-11.714,0.0,0.0634,0.00739,0.0352,0.124,0.714,90.714,223600.0,4.0
5589,Rosanna,['TOTO'],spotify:track:37BTh5g05cxBIRYMbw8g2T,0.528,0.459,9.0,-12.844,0.0,0.0291,0.0728,0.00137,0.0547,0.61,107.73,701240.0,4.0
5590,Can't Get Enough Of You Baby,['Smash Mouth'],spotify:track:0UVIXwqfTjefBbDyY60MWB,0.463,0.802,1.0,-2.184,1.0,0.078,0.0628,1.94e-05,0.487,0.733,156.205,207333.0,4.0
5591,Too Much,['Dave Matthews Band'],spotify:track:0i2jSWCwjjOVzfnvJJ2Sii,0.428,0.408,10.0,-14.126,1.0,0.0417,0.583,0.0,0.63,0.342,102.908,304600.0,4.0
5592,Portrait (He Knew),['Kansas'],spotify:track:4aqmCKYqI5ALJR6pGLKCtK,0.73,0.785,2.0,-7.201,1.0,0.0456,0.0418,0.00669,0.123,0.724,137.639,231080.0,4.0
5593,Just My Imagination (Running Away With Me) - Remastered,['The Rolling Stones'],spotify:track:6HDDf2PwvT2DdaiijgYYsc,0.752,0.684,0.0,-7.599,1.0,0.15,0.0994,0.0,0.0897,0.539,141.075,176440.0,4.0
5594,Annie Get Your Gun,['Squeeze'],spotify:track:5BqgLvJtbFn9cxf2PqoDAN,0.329,0.679,11.0,-8.219,1.0,0.0314,0.0259,0.315,0.123,0.272,80.029,536960.0,4.0
5595,What's Up?,['4 Non Blondes'],spotify:track:0jWgAnTrNZmOGmqgvHhZEm,0.699,0.436,9.0,-15.289,1.0,0.029,0.0823,0.0458,0.302,0.66,105.223,218747.0,4.0
5596,No One to Depend On,['Santana'],spotify:track:1igDyGJRAJeOYrAek3h3ov,0.706,0.322,5.0,-14.108,1.0,0.0467,0.528,2.37e-06,0.576,0.305,135.154,221133.0,4.0
5597,Eye of the Tiger,['Survivor'],spotify:track:2KH16WveTQWT6KOG9Rg6e2,0.358,0.893,4.0,-7.486,0.0,0.12,0.0222,0.0524,0.126,0.262,174.238,293653.0,4.0
5598,Get Up Offa That Thing,['James Brown'],spotify:track:1E3BZjG5SDMy0dYANdbc3u,0.45,0.658,2.0,-7.064,1.0,0.0472,0.648,3.14e-06,0.264,0.781,106.799,287307.0,4.0
5599,We Just Disagree,['Dave Mason'],spotify:track:54vjpmKIdLbvxj3EcXx8M5,0.546,0.864,7.0,-7.632,1.0,0.0393,0.0908,0.00814,0.277,0.863,145.652,137240.0,4.0
5600,Ride Like the Wind,['Christopher Cross'],spotify:track:7gUMShP1l20tC0xf17Zplk,0.451,0.568,2.0,-10.541,1.0,0.0518,0.0381,0.0366,0.0855,0.399,119.463,532333.0,3.0
5601,Big Love,['Fleetwood Mac'],spotify:track:1cWilR7SC3qyfl6emCvYf0,0.449,0.524,9.0,-6.151,0.0,0.038,0.174,3.37e-05,0.0868,0.483,106.401,262000.0,4.0
5602,It's Too Late,['Carole King'],spotify:track:2rhuhaBmV1xupD0mqWTjP7,0.268,0.797,9.0,-6.779,0.0,0.0559,0.138,0.00866,0.978,0.239,103.575,652973.0,4.0
5603,What's My Age Again?,['blink-182'],spotify:track:5JZcX7TTLx4l0xFIXJ3DBt,0.305,0.832,6.0,-7.981,1.0,0.0398,0.000332,2.4e-05,0.091,0.585,100.677,206773.0,4.0
5604,Overkill,['Men At Work'],spotify:track:0YYw4TXq8oteV3R7UD3JCF,0.437,0.94,9.0,-6.946,1.0,0.0426,0.0524,0.000573,0.222,0.48,151.417,212013.0,4.0
5605,Stay up Late,['Talking Heads'],spotify:track:2Ts6CXoCmnFilpPKdaZz4i,0.566,0.791,1.0,-5.762,0.0,0.0466,0.0211,0.00546,0.264,0.942,139.009,322907.0,4.0
5606,Misty Mountain Hop - Remaster,['Led Zeppelin'],spotify:track:3frf3zTgzt3YIx9ylpUoqU,0.379,0.682,9.0,-11.069,1.0,0.0345,0.00784,0.017,0.13,0.686,138.804,264133.0,4.0
5607,Hanging By A Moment,['Lifehouse'],spotify:track:0wqOReZDnrefefEsrIGeR4,0.479,0.0882,10.0,-22.553,1.0,0.0359,0.955,0.215,0.688,0.37,88.304,341493.0,4.0
5608,(Oh) Pretty Woman,['Van Halen'],spotify:track:2tIOS5Rm07vQbsaRjdKvPC,0.633,0.807,4.0,-5.535,1.0,0.0493,0.0073,0.345,0.0802,0.562,127.979,251133.0,4.0
5609,Walk All Over You,['AC/DC'],spotify:track:5xquYn2sr3uEcyuKU9BmCJ,0.713,0.934,0.0,-4.6,1.0,0.0302,0.214,0.0433,0.271,0.654,117.251,232733.0,4.0
5610,Good Times Roll,['The Cars'],spotify:track:7hVhRCDV100Jq26NGR7adw,0.359,0.412,7.0,-12.973,1.0,0.0427,0.373,0.0,0.0617,0.363,96.744,249133.0,4.0
5611,The Best of My Love - 2013 Remaster,['Eagles'],spotify:track:6x8C7SBqQukeaeh9etWdZY,0.356,0.913,9.0,-6.015,1.0,0.0499,0.0339,0.0,0.221,0.537,171.157,359547.0,4.0
5612,The Acid Queen,['Tina Turner'],spotify:track:63y7inwd4SsIOEaA0pchsP,0.534,0.725,6.0,-7.576,0.0,0.0332,0.188,0.0,0.0994,0.763,95.003,139560.0,4.0
5613,Do It Again,['Steely Dan'],spotify:track:2BstRQGodshjGpeDGQiNgo,0.538,0.787,7.0,-8.698,1.0,0.0291,4.95e-06,0.867,0.137,0.394,139.5,252533.0,4.0
5614,Ohio,"['Crosby, Stills, Nash & Young']",spotify:track:1Q1Rb1vR3w4XUjBFl9ujR4,0.641,0.894,8.0,-7.41,1.0,0.0273,0.0857,0.009,0.157,0.972,109.823,199453.0,4.0
5615,Real Man,['Todd Rundgren'],spotify:track:6krkmn1vbPDfQyjVBlfl3A,0.547,0.87,11.0,-5.098,0.0,0.0286,0.00494,3.48e-05,0.161,0.514,99.014,233827.0,4.0
5616,Play The Game,['Queen'],spotify:track:6hyjl7z58fwPpx8273ilOC,0.504,0.918,0.0,-3.463,1.0,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,294827.0,4.0
5617,We Gotta Get Out Of This Place,['Blue Öyster Cult'],spotify:track:5xyGk3ZPEQRiwXrPCPmC50,0.456,0.588,9.0,-7.177,1.0,0.0286,0.279,0.0,0.789,0.712,80.789,233800.0,4.0
5618,Message In A Bottle - Remastered 2003,['The Police'],spotify:track:5xD021bM8VbqrhCVhxRozx,0.398,0.952,4.0,-6.042,1.0,0.061,0.000373,7.75e-05,0.1,0.584,122.093,278680.0,4.0
5619,Hurts So Good,['John Mellencamp'],spotify:track:67eX1ovaHyVPUinMHeUtIM,0.609,0.852,2.0,-5.617,1.0,0.0345,0.0218,0.0,0.256,0.378,135.551,244653.0,4.0
5620,Turn It on Again - Platinum Collection Version,['Genesis'],spotify:track:24uLuWigahkHBRsOwRq3H2,0.36,0.851,8.0,-5.542,1.0,0.0838,0.252,3.77e-06,0.0802,0.683,79.39,263827.0,4.0
5621,If I Didn't Love You,['Squeeze'],spotify:track:3HKWfJ9frRUe4Zsg3eSNee,0.359,0.603,1.0,-9.228,1.0,0.0371,0.594,0.00024,0.0896,0.539,137.894,345067.0,4.0
5622,Love Comes Love Goes,['Poco'],spotify:track:35NOJisAQc81kt3fEymKBn,0.411,0.468,9.0,-10.928,1.0,0.0548,0.186,0.0,0.106,0.249,144.439,280320.0,4.0
5623,I Need You,"['America', 'George Martin']",spotify:track:59KY3Mer3ceb5Ekv9trwYA,0.38,0.953,2.0,-2.624,1.0,0.0624,0.0328,0.0,0.12,0.75,135.24,227213.0,4.0
5624,For Those About to Rock (We Salute You),['AC/DC'],spotify:track:17lu4tymfnhmcIDlzBbtAb,0.336,0.529,7.0,-9.83,1.0,0.0329,0.00846,0.0223,0.183,0.448,153.45,568867.0,4.0
5625,Fins,['Jimmy Buffett'],spotify:track:4h0gZ422QxBRdTV14u0P8y,0.379,0.834,6.0,-5.209,0.0,0.0344,0.0197,0.0,0.112,0.743,178.941,202933.0,4.0
5626,Ride My See-Saw,['The Moody Blues'],spotify:track:2Xn3mUKRLh7IBr6XySKvhH,0.556,0.856,10.0,-4.443,0.0,0.0367,0.207,0.000385,0.173,0.924,109.383,230827.0,4.0
5627,You May Be Right,['Billy Joel'],spotify:track:4fcqsDDKTT6VD0wmOS68PG,0.62,0.634,9.0,-6.324,1.0,0.198,0.432,0.0,0.604,0.415,107.066,158773.0,4.0
5628,Twentieth Century Fox,['The Doors'],spotify:track:7mc2TP4Vzuyw2vNf1bLW9f,0.318,0.799,1.0,-6.705,1.0,0.277,0.0596,0.0,0.149,0.545,176.481,199907.0,4.0
5629,Victim of Love - 2013 Remaster,['Eagles'],spotify:track:1tKha6Q0lYlW1qsWYbZB2N,0.488,0.871,7.0,-9.447,1.0,0.0781,0.00472,0.000776,0.676,0.518,118.986,265560.0,4.0
5630,I.G.Y.,['Donald Fagen'],spotify:track:6bzwsAtj4TqaBysLDrGiO3,0.591,0.907,7.0,-5.648,1.0,0.0837,0.0675,0.0,0.0903,0.817,151.961,280093.0,4.0
5631,Sleeping Bag,['ZZ Top'],spotify:track:5wUxthpI3QxKjwOIICzT74,0.754,0.496,0.0,-8.7,1.0,0.0351,0.00539,0.000152,0.0871,0.341,119.186,258173.0,4.0
5632,Mighty Quinn (Quinn the Eskimo),"[""Manfred Mann's Earth Band""]",spotify:track:5N5EEL6c3aVDxRgIeXx1q5,0.65,0.359,6.0,-15.987,0.0,0.0322,0.0574,0.000187,0.091,0.254,111.958,344773.0,4.0
5633,Hook,['Blues Traveler'],spotify:track:03HvPZ67MP88KahsAg6WeY,0.215,0.843,11.0,-5.119,0.0,0.0623,0.025,8.15e-05,0.302,0.372,92.139,280480.0,4.0
5634,Every Woman,['Dave Mason'],spotify:track:085Id7sZkKZeltHORvKe34,0.588,0.641,5.0,-12.205,1.0,0.0312,0.0841,0.000663,0.303,0.548,119.374,337933.0,4.0
5635,Black Water - Single Version,['The Doobie Brothers'],spotify:track:3x1v32I3SZNvC7q7bDhcGm,0.43,0.622,9.0,-9.408,1.0,0.0377,0.0128,0.0223,0.156,0.388,101.184,274680.0,4.0
5636,"Baby, What a Big Surprise - 2002 Remaster",['Chicago'],spotify:track:4gC5AmerRHtD4M4vCSBqJI,0.557,0.32,1.0,-10.792,0.0,0.0438,0.739,3.99e-05,0.112,0.377,176.647,204533.0,4.0
5637,Ordinary World,['Duran Duran'],spotify:track:0wokCRaKD0zPNhMRXAgVsr,0.489,0.443,2.0,-12.499,1.0,0.0276,0.021,0.00337,0.333,0.471,130.887,322560.0,4.0
5638,Billion Dollar Babies,['Alice Cooper'],spotify:track:6FOGRNfOgaubrZNc9MW19K,0.494,0.378,9.0,-14.288,1.0,0.0404,0.22,4.17e-05,0.11,0.474,142.49,673200.0,4.0
5639,The Low Spark Of High-Heeled Boys,['Traffic'],spotify:track:1yW6y8RufwB4WEAQeip0tx,0.666,0.803,11.0,-5.53,0.0,0.0604,0.0912,0.0934,0.0326,0.935,116.547,315627.0,4.0
5640,Heartbreaker,['Pat Benatar'],spotify:track:7Crfr7SSFmcxNXi64fKEaB,0.255,0.815,7.0,-8.197,1.0,0.0545,0.0747,0.471,0.227,0.699,144.549,329094.0,4.0
5641,Eastern Intrigue,['Todd Rundgren'],spotify:track:35mbITcVIPILaSxhNaAhDo,0.434,0.652,9.0,-11.818,0.0,0.0366,0.0184,0.000851,0.277,0.546,113.845,497333.0,4.0
5642,867-5309 / Jenny,['Tommy Tutone'],spotify:track:00MI0oGDVJYM1qWbyUOIhH,0.485,0.328,7.0,-11.853,1.0,0.0254,0.00596,0.0032,0.325,0.138,79.766,233133.0,4.0
5643,It's Still Rock and Roll to Me,['Billy Joel'],spotify:track:64UioB4Nmwgn2f4cbIpAkl,0.599,0.854,8.0,-7.318,1.0,0.0381,0.0297,0.337,0.278,0.897,102.327,213160.0,4.0
5644,November Rain,"[""Guns N' Roses""]",spotify:track:11C3oTzP4WJ2UlU3TzHtCK,0.524,0.955,0.0,-7.081,1.0,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,253733.0,4.0
5645,Cocaine,['Eric Clapton'],spotify:track:2wEyJ0yjLLuE8Nk74vvqZC,0.269,0.509,0.0,-9.982,0.0,0.0454,0.237,0.00106,0.579,0.517,202.222,244400.0,3.0
5646,We Belong,['Pat Benatar'],spotify:track:665Jxlgi1HamPKbW1vwzx4,0.554,0.512,9.0,-7.6,0.0,0.0237,0.0836,0.000332,0.103,0.236,89.296,238627.0,4.0
5647,Epic,['Faith No More'],spotify:track:4ReyTz0y3TGkX48wO3Llot,0.734,0.744,9.0,-8.103,0.0,0.0391,0.184,0.0,0.181,0.961,117.651,238000.0,4.0
5648,Come On Eileen,['Dexys Midnight Runners'],spotify:track:0EMmVUYs9ZZRHtlADB88uz,0.431,0.562,5.0,-8.553,1.0,0.0384,0.108,6.25e-06,0.128,0.256,177.579,302667.0,4.0
5649,Tush,['ZZ Top'],spotify:track:5QaQnaDC7nR1mkRN9zXNnS,0.567,0.707,8.0,-11.055,1.0,0.0523,0.426,3.07e-06,0.0547,0.747,124.482,259158.0,4.0
5650,Perpetual Change - Remix 2003,['Yes'],spotify:track:2XeRB5sR0UAN8yjVdPDTzZ,0.604,0.552,0.0,-9.458,1.0,0.0343,0.22,0.0262,0.139,0.757,124.917,236200.0,4.0
5651,The Damage Is Done,['Foreigner'],spotify:track:0pYZUuLsCBBYf7rslp9Y7i,0.511,0.894,0.0,-4.916,0.0,0.0429,0.541,0.0547,0.111,0.886,87.191,448173.0,4.0
