,song_title,artists,song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time signature
8070,The Fallout,['Crown The Empire'],spotify:track:7cOLm2VMd1hKadKzw41dmB,0.192,0.757,9.0,-5.253,1.0,0.0844,4.68e-05,0.00133,0.123,0.294,83.105,243467.0,5.0
8071,Evidence,['Crown The Empire'],spotify:track:4xp0BKGYsGiXPOg4YAXZwd,0.298,0.753,5.0,-4.89,0.0,0.0547,0.000855,0.00252,0.109,0.0575,133.46,200880.0,5.0
8072,Voices,['Crown The Empire'],spotify:track:0EPokTdzqzRT1pjm11bmad,0.279,0.985,7.0,-4.308,0.0,0.0597,3.51e-05,0.486,0.112,0.318,119.352,185333.0,4.0
8073,Johnny Ringo,['Crown The Empire'],spotify:track:5uxHTiFxxUO9l3KSdz44tP,0.406,0.866,2.0,-5.615,0.0,0.0653,0.00832,0.000185,0.663,0.136,98.323,288893.0,4.0
8074,"Don't Ask, Don't Tell",['Chelsea Grin'],spotify:track:1iqmSnRWRU2nOkQgbMtG3Q,0.284,0.66,2.0,-6.192,0.0,0.0384,0.011,0.0,0.102,0.212,166.184,200360.0,4.0
8075,Recreant,['Chelsea Grin'],spotify:track:2gTYy37tZqvNVnuWjzTXW0,0.427,0.881,10.0,-4.624,1.0,0.0584,0.00526,0.0,0.158,0.229,125.91,227920.0,4.0
8076,Playing with Fire,['Chelsea Grin'],spotify:track:76nn51rRcf39uNylrSXlky,0.455,0.914,10.0,-4.888,0.0,0.118,0.0232,0.0,0.363,0.399,131.989,204653.0,4.0
8077,You Call That A Knife? This Is A Knife!,['Capture'],spotify:track:3hTHzFxwX5kA23gGYk6bDL,0.253,0.928,6.0,-4.93,1.0,0.121,0.00473,0.0,0.343,0.464,112.648,154667.0,5.0
8078,Ladies & Gentlemen... I Give You Hell,['Capture'],spotify:track:4ZxtF0st9WQTGrhmxZipjh,0.313,0.961,5.0,-4.51,1.0,0.193,0.00115,0.0,0.12,0.21,138.721,219587.0,4.0
8079,#OIMATEWTF,['Capture'],spotify:track:1RGlmUF7BsJKaREX9A80B6,0.25,0.96,7.0,-5.916,1.0,0.145,0.00346,1.22e-05,0.109,0.13,126.99,215653.0,4.0
8080,RVG,['Capture'],spotify:track:1FTAAMFKdEAdVigQxAmmXP,0.465,0.99,2.0,-4.197,0.0,0.39,0.00747,0.0,0.559,0.0496,141.955,249600.0,4.0
8081,Alligator Blood,['Bring Me The Horizon'],spotify:track:5tCNGCPnmVzS8Pn6iSKFXn,0.286,0.972,2.0,-5.492,0.0,0.191,0.0035,0.000104,0.262,0.109,74.939,231493.0,4.0
8082,Home Sweet Hole,['Bring Me The Horizon'],spotify:track:0p4avbvo4hh4BxPUPUsxOF,0.492,0.958,11.0,-5.466,0.0,0.112,0.000933,0.0,0.246,0.298,145.603,231827.0,4.0
8083,Sellouts,['Breathe Carolina'],spotify:track:0LT7C0UoSeddG1IVGcoFl6,0.518,0.941,8.0,-6.09,1.0,0.105,0.0017,0.0,0.113,0.138,131.915,216400.0,4.0
8084,Crumble,['Breakdown of Sanity'],spotify:track:6d9zjrCDUcN2pEaYe5cTNE,0.457,0.981,5.0,-4.092,0.0,0.146,6.99e-05,0.0,0.132,0.483,95.004,231627.0,4.0
8085,Machine,['Born Of Osiris'],spotify:track:7sxiG6BuAb28nh3qGmbz7L,0.217,0.926,4.0,-3.28,0.0,0.0623,0.000142,0.000987,0.416,0.351,84.142,198693.0,4.0
8086,Follow The Signs,['Born Of Osiris'],spotify:track:5ZlXDEk3EVZkDx4VMdZzbl,0.317,0.834,10.0,-4.219,1.0,0.0754,0.00111,2.24e-06,0.14,0.231,89.804,194907.0,4.0
8087,We'll Sleep When We're Dead,['blessthefall'],spotify:track:14BTTMdAEryH0ML9ifJoi0,0.258,0.954,1.0,-3.902,1.0,0.129,0.000317,0.0,0.114,0.507,119.929,191187.0,4.0
8088,Hollow Bodies,['blessthefall'],spotify:track:6CnqEMkpDvlqXlJpyqMgXO,0.328,0.843,6.0,-6.644,1.0,0.0887,0.000111,0.801,0.0496,0.422,113.329,246000.0,4.0
8089,Guys Like You Make Us Look Bad,['blessthefall'],spotify:track:75rctYH1J87zkJ51c4cxaq,0.483,0.841,1.0,-7.494,0.0,0.0523,0.000172,0.861,0.108,0.13,159.747,195133.0,3.0
8090,You Wear a Crown but You're No King,['blessthefall'],spotify:track:1MrTonTtRzJFV99Vl2474n,0.371,0.978,3.0,-4.188,1.0,0.0873,0.000304,0.0,0.37,0.454,199.841,243973.0,4.0
8091,Coma (ft. Matt Jones),['Black Tongue'],spotify:track:2z2oz6ybCMr3WegAE2BLLb,0.42,0.983,10.0,-3.437,1.0,0.113,0.000263,0.0,0.114,0.513,149.958,197200.0,4.0
8092,Lighthouse,['Betraying The Martyrs'],spotify:track:02MNFtaMLQvdvtJnTuaU7m,0.176,0.958,1.0,-4.219,0.0,0.134,9.71e-06,0.0,0.344,0.332,164.55,221587.0,4.0
8093,Jigsaw,['Betraying The Martyrs'],spotify:track:0uxcmSpF8D40cs82ya7x15,0.427,0.972,0.0,-4.207,0.0,0.122,8.83e-06,3.39e-06,0.0619,0.202,150.064,232173.0,4.0
8094,Tapestry Of Me,['Betraying The Martyrs'],spotify:track:1ekrC7gmKVRKuhFj6x9MVq,0.326,0.952,1.0,-4.0,0.0,0.135,0.0631,0.0,0.0695,0.128,164.876,200053.0,4.0
8095,Man Made Disaster,['Betraying The Martyrs'],spotify:track:0FYM675g4VvMmCG4bfidPS,0.247,0.936,10.0,-5.535,0.0,0.136,0.000608,0.744,0.184,0.3,140.236,206853.0,4.0
8096,In Between,['Beartooth'],spotify:track:1A1fXsPvJ6q1Rnu8A3uVcp,0.292,0.985,9.0,-3.566,1.0,0.196,0.000557,0.00105,0.291,0.108,133.378,264387.0,4.0
8097,Body Bag,['Beartooth'],spotify:track:0uvy0RjkuWqeNH5YUn8X47,0.295,0.967,1.0,-6.328,0.0,0.169,7.73e-05,0.784,0.217,0.254,149.99,200747.0,1.0
8098,Beaten in Lips,['Beartooth'],spotify:track:2YG0IOe8MDjICWqnME32Xf,0.466,0.986,11.0,-3.465,1.0,0.197,0.00022,0.0306,0.283,0.243,135.065,205107.0,4.0
8099,I Have a Problem,['Beartooth'],spotify:track:06Qt3lsM2PDapEvNXc8lTV,0.392,0.966,9.0,-3.863,1.0,0.172,0.00132,0.0473,0.239,0.0764,139.83,215227.0,4.0
8100,The Lines,['Beartooth'],spotify:track:0qLMogpL6n41qhzmFJnhfS,0.416,0.976,4.0,-4.344,1.0,0.148,0.00361,0.0,0.35,0.29,149.934,206987.0,4.0
8101,Last Breath,['Attack Attack!'],spotify:track:48Vr8gmG0pzzCx1A0W9ai3,0.505,0.97,9.0,-3.539,1.0,0.155,6.46e-05,0.0,0.369,0.318,105.016,191960.0,4.0
8102,Pick A Side,['Attack Attack!'],spotify:track:18VXDDlE2eptij7g7yRE4y,0.478,0.993,7.0,-2.482,1.0,0.154,1.28e-05,0.000422,0.262,0.109,109.847,231587.0,4.0
8103,Criminal,['Attack Attack!'],spotify:track:2PXyBOCvQdXj1JJkNeEWim,0.413,0.937,6.0,-4.912,0.0,0.0534,0.000111,0.00887,0.0996,0.404,166.006,230031.0,4.0
8104,All Alone,['Attack Attack!'],spotify:track:17u09RtyH5z4lMfc7N948r,0.447,0.985,6.0,-3.68,1.0,0.198,0.000134,1.17e-05,0.574,0.324,139.829,235893.0,4.0
8105,Sexual Man Chocolate,['Attack Attack!'],spotify:track:18kVlTkXKLfjuUWehKTFqF,0.378,0.805,4.0,-6.767,0.0,0.0546,0.224,0.000217,0.188,0.116,123.495,269133.0,4.0
8106,"Renob, Nevada",['Attack Attack!'],spotify:track:6t8tV0G2sNvIK5BWGK8ODi,0.378,0.975,7.0,-2.769,1.0,0.128,2.8e-05,0.0788,0.243,0.1,140.024,250293.0,4.0
8107,I Swear I'll Change,['Attack Attack!'],spotify:track:7BSRHI1ljDy2ECWYKmuHDZ,0.332,0.979,11.0,-3.849,0.0,0.0919,2.73e-05,0.000146,0.188,0.375,199.971,181341.0,4.0
8108,Shut Your Mouth,['Attack Attack!'],spotify:track:2yaLghHU1W00ASKU3OsoiK,0.271,0.968,8.0,-3.927,1.0,0.081,1.93e-05,0.0169,0.151,0.216,127.87,237748.0,4.0
8109,A For Andrew,['Attack Attack!'],spotify:track:5tUzNr1ilGnhbYOm8VMcD7,0.454,0.921,11.0,-3.392,0.0,0.083,0.000486,0.0239,0.134,0.231,102.534,219723.0,4.0
8110,Smokahontas,['Attack Attack!'],spotify:track:4tXdTwla80gq4CgnkB4vwe,0.489,0.982,11.0,-4.19,0.0,0.0995,0.000537,0.0021,0.307,0.112,100.023,242190.0,4.0
8111,AC-130,['Attack Attack!'],spotify:track:05cONBEG8Ia9pxuAs0EjeM,0.383,0.97,11.0,-3.397,0.0,0.0913,6.37e-05,7.55e-05,0.355,0.426,75.024,235786.0,4.0
8112,Turbo Swag,['Attack Attack!'],spotify:track:2wfd2KYNPgOkc8YipEBCd0,0.359,0.987,7.0,-3.805,1.0,0.0983,7.27e-06,0.0112,0.435,0.382,199.897,212636.0,4.0
8113,Lonely,['Attack Attack!'],spotify:track:4XQ7QbKcYInvbtbvCxfgwg,0.334,0.964,11.0,-4.591,0.0,0.07,4.65e-06,0.0159,0.347,0.538,185.103,210473.0,4.0
8114,The Wretched,['Attack Attack!'],spotify:track:3aVAkIlfzU0f9RMlqdhhrh,0.522,0.954,6.0,-3.447,0.0,0.115,0.000101,0.0,0.352,0.228,97.466,218022.0,4.0
8115,Stick Stickly,['Attack Attack!'],spotify:track:3QienJ6IMsUD8Mo24vITBg,0.399,0.953,4.0,-3.554,0.0,0.0732,3.13e-05,0.0,0.15,0.442,150.158,188037.0,4.0
8116,A Prophecy,['Asking Alexandria'],spotify:track:0Fk2NcRQpungRyAx9Y6KTk,0.507,0.984,7.0,-2.98,1.0,0.17,2.46e-05,0.000336,0.337,0.103,125.035,181522.0,4.0
8117,Not The American Average,['Asking Alexandria'],spotify:track:17C4oPQ3sTpF11pi9yvGcs,0.45,0.991,3.0,-4.425,0.0,0.0891,3.17e-06,0.0141,0.0998,0.166,130.034,206901.0,4.0
8118,The Final Episode (Let's Change Channel),['Asking Alexandria'],spotify:track:0CqCpm4LLQbHUX5ysizWJS,0.369,0.92,1.0,-5.35,0.0,0.382,0.0133,0.0,0.099,0.178,183.323,220867.0,4.0
8119,Young Cardinal,['Alexisonfire'],spotify:track:0Q1jgn82Q58hOxfDxX4W56,0.497,0.91,1.0,-6.211,1.0,0.0897,0.000142,4.13e-06,0.389,0.52,138.946,208933.0,4.0
8120,Rough Hands,['Alexisonfire'],spotify:track:11M9jG9Z0qyvz7xQvoGp6Q,0.454,0.671,7.0,-7.475,1.0,0.0384,0.0124,6.74e-06,0.106,0.347,159.893,237159.0,4.0
8121,Boiled Frogs,['Alexisonfire'],spotify:track:4RUd31lXyN1GdPUIQwnnap,0.476,0.994,11.0,-3.429,0.0,0.18,0.000569,0.000149,0.139,0.216,115.103,267613.0,4.0
8122,This Could Be Anywhere In The World,['Alexisonfire'],spotify:track:1O8hXYXXsb9E04C7vuGRpX,0.462,0.956,10.0,-6.358,0.0,0.123,0.000177,0.000179,0.326,0.212,99.951,242830.0,4.0
8123,Pulmonary Archery,['Alexisonfire'],spotify:track:0J176YM78OC4i3AubW6GMj,0.447,0.982,1.0,-4.64,1.0,0.234,3.93e-05,0.00012,0.177,0.295,140.001,253435.0,4.0
8124,Ambrosia,['Alesana'],spotify:track:7IAoEceHWbrsPCjTgaaUEi,0.348,0.893,0.0,-4.589,1.0,0.0662,0.000484,6.36e-05,0.281,0.392,148.043,187907.0,4.0
8125,Curse of the Virgin Canvas,['Alesana'],spotify:track:1LB8gUoK7iwHXlZnficOX0,0.328,0.981,1.0,-3.519,1.0,0.158,3.15e-05,0.426,0.345,0.429,120.257,171854.0,4.0
8126,Faded,['Abandon All Ships'],spotify:track:3lsX7wpHPLCpShcCTU9NJW,0.23,0.842,8.0,-6.53,1.0,0.0488,1.25e-05,0.462,0.393,0.244,81.992,219204.0,4.0
8127,Forever Lonely,['Abandon All Ships'],spotify:track:4iomYStsY7UFvdPR3UHQRh,0.417,0.987,4.0,-3.402,1.0,0.185,9.66e-05,0.00248,0.103,0.279,155.084,222968.0,4.0
8128,Infamous,['Abandon All Ships'],spotify:track:1lTuyTfc3D4ly0e9TzA2ju,0.455,0.99,11.0,-2.953,0.0,0.0909,5.25e-06,0.000126,0.346,0.479,143.008,207587.0,4.0
8129,Good Old Friend,['Abandon All Ships'],spotify:track:79uYyYMhlB1mYqc0b4QJQH,0.51,0.993,7.0,-2.187,1.0,0.0712,0.000133,0.0,0.294,0.489,100.998,251075.0,4.0
8130,Take One Last Breath,['Abandon All Ships'],spotify:track:2tpQV2QzHhviFMsJWpK8bR,0.397,0.933,6.0,-2.762,0.0,0.0527,0.000419,0.0,0.0935,0.422,159.128,271014.0,4.0
8131,Structures,['Abandon All Ships'],spotify:track:2FaDuzl1bpPa6pdqQExmkc,0.561,0.76,2.0,-6.6,0.0,0.0333,0.00127,0.0926,0.104,0.411,146.401,241035.0,3.0
8132,Guardian Angel,['Abandon All Ships'],spotify:track:3Kk3kypr1KkhKxVAXI6X0y,0.456,0.958,5.0,-5.485,1.0,0.102,6.8e-06,0.0824,0.452,0.349,79.994,147789.0,4.0
8133,When Dreams Become Nightmares,['Abandon All Ships'],spotify:track:1KXRBjFG31eZ74FYKnURcn,0.456,0.956,1.0,-2.163,0.0,0.0756,5.06e-05,0.0,0.174,0.457,150.054,206263.0,4.0
8134,Megawacko2.1,['Abandon All Ships'],spotify:track:1qQrip4TXoepYqtHRvdrI7,0.41,0.764,10.0,-4.215,0.0,0.0352,4.19e-05,0.0205,0.627,0.318,140.032,268000.0,4.0
8135,Geeving,['Abandon All Ships'],spotify:track:0eeki5EUDTMyGPDlXCoolS,0.374,0.739,7.0,-5.193,0.0,0.0477,5.8e-06,0.000141,0.109,0.359,148.078,257693.0,3.0
8136,Within These Walls,['A Skylit Drive'],spotify:track:2zec9fITKeWfvtcXOyq7AR,0.357,0.869,1.0,-5.261,1.0,0.046,0.000134,0.0,0.165,0.273,166.022,222187.0,4.0
8137,"I'm Not A Thief, I'm A Treasure Hunter",['A Skylit Drive'],spotify:track:146UE7we0gOcTQ118xmR0A,0.384,0.824,3.0,-6.795,0.0,0.0487,0.0154,3.93e-06,0.105,0.249,137.988,293560.0,3.0
8138,All It Takes For Your Dreams To Come True,['A Skylit Drive'],spotify:track:7DtwEwGYdcZDlXDoDmW0zo,0.529,0.943,2.0,-4.446,1.0,0.0571,5.11e-05,4.34e-05,0.142,0.226,119.983,245300.0,4.0
8139,Too Little Too Late,['A Skylit Drive'],spotify:track:2MWzCLjAtK17jQ9onqJeKL,0.233,0.967,8.0,-4.377,0.0,0.269,0.000483,0.0332,0.108,0.0603,120.738,241387.0,4.0
8140,The Outsider,['A Perfect Circle'],spotify:track:6CqYhhUPJORx1vvdTNc8jv,0.434,0.956,8.0,-4.888,1.0,0.141,3.02e-05,0.000252,0.119,0.174,159.977,232939.0,4.0
8141,Weak And Powerless,['A Perfect Circle'],spotify:track:7gDVjl5fEw2OPAtjbW4LzR,0.381,0.988,1.0,-3.651,1.0,0.12,6.05e-05,0.0,0.303,0.191,92.575,205664.0,4.0
8142,The Plot to Bomb the Panhandle,['A Day To Remember'],spotify:track:5ozvYiSPEuhUoHDJBDYN9n,0.433,0.985,4.0,-3.115,0.0,0.165,0.00304,0.0,0.0812,0.125,107.539,240000.0,4.0
8143,All Signs Point to Lauderdale,['A Day To Remember'],spotify:track:15qf0H31MChhqKr2zvejla,0.335,0.97,1.0,-2.586,1.0,0.14,0.00024,0.0,0.102,0.26,195.136,212205.0,4.0
8144,Patterns,['A Bullet for Pretty Boy'],spotify:track:0rsYbUoZsCivEhqg8olbra,0.427,0.98,11.0,-2.367,0.0,0.124,6.11e-05,0.0,0.19,0.272,76.514,216078.0,4.0
8145,The Deceiver,['A Bullet for Pretty Boy'],spotify:track:3rcRwxJYbLs13pCa6lhidl,0.483,0.975,1.0,-6.839,1.0,0.0526,0.000225,0.166,0.128,0.301,136.019,308222.0,3.0
8146,The People Under The Stairs,['Ice Nine Kills'],spotify:track:4X7uKeMqdKBMfHZvgEtykc,0.418,0.966,4.0,-4.345,1.0,0.134,8.77e-06,0.00572,0.3,0.4,145.022,218925.0,4.0
8147,Soldiers Of Immortality,['Thy Art Is Murder'],spotify:track:2gFXaY97GTiGqgSlXAWgHx,0.41,0.948,10.0,-4.041,1.0,0.0978,5.75e-05,1.69e-05,0.355,0.212,144.937,200625.0,4.0
8148,Doomed from Birth,['Thy Art Is Murder'],spotify:track:3y85M3WtAc4jvkwjqBBPVk,0.196,0.871,2.0,-5.889,0.0,0.0693,0.000311,0.00103,0.0714,0.361,70.124,239907.0,4.0
8149,Whore to a Chainsaw,['Thy Art Is Murder'],spotify:track:6DR4rQ3pSQq9N8vMa0l8mR,0.165,0.919,5.0,-5.321,1.0,0.143,0.00113,0.0,0.395,0.306,83.382,257093.0,3.0
8150,The Purest Strain of Hate,['Thy Art Is Murder'],spotify:track:5AcJdxDLXyx6gXGEwtdBGz,0.169,0.993,9.0,-1.202,1.0,0.155,5.97e-06,0.912,0.0688,0.0782,139.98,196625.0,4.0
8151,Reign of Darkness,['Thy Art Is Murder'],spotify:track:1ZzC86R3PE8fEbZpLXxenI,0.29,0.983,9.0,-1.728,1.0,0.0921,2.52e-06,0.717,0.338,0.109,139.937,210537.0,4.0
8152,Proximity Mines In The Complex,['Ice Nine Kills'],spotify:track:40rMAk9E7RNo57gImUaW7f,0.212,0.867,0.0,-6.643,1.0,0.0817,0.000343,0.33,0.118,0.105,76.009,307147.0,4.0
8153,Connect the Cuts,['Ice Nine Kills'],spotify:track:2lBtCcKlBL28Uwc04OEvky,0.28,0.972,7.0,-4.034,1.0,0.144,0.000329,0.117,0.086,0.225,127.901,286653.0,3.0
8154,Let's Bury the Hatchet...In Your Head,['Ice Nine Kills'],spotify:track:6tG3VEuLiHf32aTn6ZGIEB,0.432,0.956,1.0,-3.964,1.0,0.0598,1.69e-05,0.0,0.728,0.466,100.01,240960.0,4.0
8155,The Heart Wants What It Wants - Rock,"['Our Last Night', 'Craig Owens']",spotify:track:6JDbCovEY0pteAIThDsA35,0.216,0.859,8.0,-5.484,1.0,0.0677,7.61e-05,0.0,0.306,0.524,107.513,223853.0,3.0
8156,Light Bearer,['Thy Art Is Murder'],spotify:track:0Xqf9V0hEEOfCc0TlvSTvx,0.604,0.987,2.0,-3.577,1.0,0.223,0.000667,9.04e-05,0.37,0.287,119.014,248348.0,4.0
8157,Sugar In the Engine,['Hawthorne Heights'],spotify:track:3bKOAL7Y55Vw2GLP6reS5f,0.613,0.978,9.0,-2.713,1.0,0.129,0.00016,0.00209,0.127,0.389,94.987,138666.0,4.0
8158,"I, Godless",['A Night In Texas'],spotify:track:0NmAjvHtEpAa41rf7dDnOr,0.381,0.949,7.0,-4.291,0.0,0.0747,1.75e-05,0.000189,0.167,0.183,126.117,237227.0,4.0
8159,My Only Regret,['The Dead Rabbitts'],spotify:track:2il0GywlIjt3yYtSjGgAJz,0.417,0.954,11.0,-4.152,0.0,0.0627,0.00151,0.0,0.407,0.146,96.993,281333.0,4.0
8160,Nothing But A Reject,['The Dead Rabbitts'],spotify:track:4GXbKRt7HKjY4Bz90VsJAn,0.541,0.91,6.0,-7.668,0.0,0.0504,0.00563,0.0,0.446,0.418,120.094,215314.0,4.0
8161,Make Me Believe It (feat. Caleb Shomo),"['The Dead Rabbitts', 'Caleb Shomo']",spotify:track:7anYoqsqmp31EGGDUuXhP0,0.433,0.951,1.0,-3.963,0.0,0.0509,2.96e-05,0.0,0.19,0.815,178.009,177379.0,4.0
8162,Shapeshifter,['The Dead Rabbitts'],spotify:track:7ipi3a2jkE7K7dOgXbmPZi,0.381,0.905,5.0,-5.05,0.0,0.0676,0.000107,0.43,0.211,0.396,142.545,217920.0,4.0
8163,Deer In The Headlights,['The Dead Rabbitts'],spotify:track:1HAypy5lcqO8vcN7vSVz7h,0.379,0.763,0.0,-4.487,1.0,0.0671,0.00362,7.49e-05,0.77,0.518,171.02,235427.0,4.0
8164,Bats In The Belfry,['The Dead Rabbitts'],spotify:track:3r8lGjHVAsj0XKXB8Q0OyC,0.585,0.935,2.0,-5.701,0.0,0.0845,0.00192,0.0,0.079,0.323,109.995,275187.0,4.0
8165,Ghosts In My Bedroom,['The Dead Rabbitts'],spotify:track:5gZeSaMncaTBx22cosuMCA,0.511,0.835,5.0,-5.102,0.0,0.144,0.00344,1.88e-05,0.0572,0.118,143.844,272320.0,4.0
8166,The Air I Breathe Is You,['The Dead Rabbitts'],spotify:track:0VMO2HKQm5zZ55K8XjTD0X,0.563,0.923,6.0,-6.665,1.0,0.0439,0.000675,1.4e-06,0.0523,0.539,120.016,183176.0,4.0
8167,Keep Tellin Yourself You Were Right,['The Dead Rabbitts'],spotify:track:2rRDsW8zFSCIYSjUXxqGkm,0.26,0.795,6.0,-5.716,1.0,0.0928,0.0032,2.81e-06,0.087,0.436,180.116,162773.0,4.0
8168,Edge Of Reality,['The Dead Rabbitts'],spotify:track:3PsikUZqRlBd4B3ZtxDczw,0.274,0.915,1.0,-5.259,0.0,0.167,0.0139,7.37e-05,0.161,0.419,169.161,203707.0,4.0
8169,Black Cloud,['The Dead Rabbitts'],spotify:track:2TyKZSSnG240SmmV3tKU28,0.549,0.995,4.0,-4.141,1.0,0.17,7.69e-05,0.0,0.12,0.0602,128.083,213818.0,4.0
8170,Speak Now I'm Listening,['Memphis May Fire'],spotify:track:1sXHfWS6i4kwi87VGwjBka,0.283,0.973,6.0,-3.359,0.0,0.288,0.0153,0.0,0.356,0.0962,173.848,276413.0,4.0
8171,Quantity Is Their Quality,['Memphis May Fire'],spotify:track:4f6XCgZhQOZVKcIlc5qoYm,0.45,0.971,10.0,-3.368,0.0,0.167,6.52e-05,0.0,0.376,0.461,90.079,245562.0,4.0
8172,Redshift,['Enter Shikari'],spotify:track:73jA0864oMB3Ca1Jr5mfIs,0.36,0.963,6.0,-3.91,1.0,0.18,4.8e-05,0.0,0.0866,0.537,182.876,190164.0,4.0
8173,The Saw Is the Law,['Whitechapel'],spotify:track:6rLEeo9rNT87t2xHry8xUl,0.489,0.99,1.0,-3.605,1.0,0.169,2.44e-05,5.99e-05,0.192,0.398,135.058,208889.0,4.0
8174,Youngblood,['Wage War'],spotify:track:0PkRi4dhM5BhYaNzTHAOVL,0.428,0.962,6.0,-3.705,1.0,0.146,0.000198,0.0,0.0726,0.522,144.969,218483.0,4.0
8175,Twenty One,['Wage War'],spotify:track:4SSwIGHMP3Zj68RrHzI9gC,0.442,0.948,6.0,-4.455,1.0,0.103,1.93e-05,1.77e-05,0.158,0.449,145.099,200690.0,4.0
8176,Lollipop,['Framing Hanley'],spotify:track:49dFv4gH1SeY90FySDOwCE,0.409,0.95,6.0,-3.87,1.0,0.152,1.55e-05,0.000114,0.105,0.713,185.085,180649.0,4.0
8177,Gift of Death,['iwrestledabearonce'],spotify:track:0Ps4eeRa25yDM1PBA4NyuG,0.272,0.985,3.0,-2.762,0.0,0.217,0.000685,0.000208,0.0785,0.14,129.903,256602.0,4.0
8178,The Beginning,"['Desolated', 'Alex Malevolence']",spotify:track:06Um75J0iMb29Q1FE4pGg8,0.479,0.932,8.0,-3.7,1.0,0.0557,0.113,1.2e-05,0.228,0.346,132.946,307141.0,4.0
8179,Strangers,['Hills Have Eyes'],spotify:track:0LDCv9xk3qFCCLzSaYF1J1,0.446,0.964,10.0,-5.47,0.0,0.169,0.000906,0.0,0.131,0.308,164.009,210987.0,4.0
8180,Pinpoint,['Hills Have Eyes'],spotify:track:6N4b8OyTrvYiozmCio77pR,0.383,0.893,5.0,-3.998,0.0,0.109,0.0325,0.0,0.146,0.558,178.077,211453.0,4.0
8181,False Idols,['Hills Have Eyes'],spotify:track:5KtLMTN7GVolWdv2wQFOUL,0.358,0.547,1.0,-6.654,0.0,0.0314,0.341,0.835,0.0896,0.279,60.026,258453.0,4.0
8182,Make It Right,['Hills Have Eyes'],spotify:track:3FF0UGygyD7inxLG7nHiz5,0.391,0.966,10.0,-5.121,1.0,0.119,4.51e-06,0.000339,0.114,0.163,162.02,269427.0,4.0
8183,Nineteen,['Movements'],spotify:track:3WzIRnQugv900kcGTcranr,0.408,0.936,0.0,-5.691,1.0,0.101,0.00251,0.0482,0.389,0.286,129.946,113480.0,4.0
8184,Kept,['Movements'],spotify:track:7hHIaqGcxlWOfASlDS7Dj6,0.298,0.956,0.0,-4.863,1.0,0.14,0.000262,0.000661,0.416,0.318,130.616,103627.0,4.0
8185,The Bringer of Rain,['Hills Have Eyes'],spotify:track:3WPW7Q67NxEgE4bU4aj2NH,0.298,0.597,5.0,-12.107,1.0,0.0343,0.00111,0.0,0.0819,0.536,180.434,197480.0,4.0
8186,The Northern,['Alexisonfire'],spotify:track:4r0r1BclAAJwDjw62w5gnW,0.342,0.677,5.0,-11.906,0.0,0.0568,0.0013,0.00671,0.201,0.501,188.6,207360.0,4.0
8187,The Difference Between Medicine And Poison Is In The Dose,['Circa Survive'],spotify:track:3SizB9Beb0HZHww3PjoXbQ,0.494,0.873,2.0,-4.128,0.0,0.0833,0.00341,0.000229,0.136,0.185,90.003,191767.0,4.0
8188,The Greatest Lie,['Circa Survive'],spotify:track:3tu6pZ5l5Vdjqo31oPclAQ,0.577,0.953,9.0,-2.308,0.0,0.0633,0.00541,0.00238,0.0581,0.291,120.031,227713.0,4.0
8189,We're All Thieves,['Circa Survive'],spotify:track:5hl0tStQUIXxEeUd6dopW0,0.543,0.845,10.0,-2.94,0.0,0.0384,0.00354,4.53e-05,0.1,0.254,128.011,212430.0,4.0
8190,Gravedigger,['Architects'],spotify:track:3wxuMSx9yTAb623ryfMT7B,0.389,0.917,10.0,-6.246,0.0,0.253,0.00322,2.96e-05,0.0839,0.196,159.974,246026.0,4.0
8191,These Colours Don't Run,['Architects'],spotify:track:564qvXssjJM1BkMm4FgPzA,0.548,0.94,10.0,-2.58,0.0,0.0428,0.00182,3.85e-05,0.126,0.336,135.046,262257.0,4.0
8192,Broken Cross,['Architects'],spotify:track:5khYt7SYG94k4o8SsfWUHK,0.551,0.965,2.0,-4.466,0.0,0.241,0.0104,0.00101,0.196,0.0384,128.049,295987.0,4.0
8193,Naysayer,['Architects'],spotify:track:6Nh41sxeSi3vZOR0VCoaRS,0.494,0.756,0.0,-4.418,1.0,0.029,0.0114,0.901,0.635,0.0702,90.009,230431.0,4.0
8194,Let It Sleep,['Asking Alexandria'],spotify:track:2UyYNCTFJDbEzQ72LOrsaI,0.546,0.972,7.0,-2.132,0.0,0.105,0.0053,8.44e-06,0.15,0.298,120.015,231386.0,3.0
8195,The Other Half Of Me,['Born Of Osiris'],spotify:track:3LnG0XgcRFohchWIFug2Hz,0.575,0.919,10.0,-5.422,0.0,0.116,0.00164,1.18e-05,0.089,0.329,127.925,262171.0,4.0
8196,Throw Me In The Jungle,['Born Of Osiris'],spotify:track:1mzJwhQQGRw5MQwokY9S2U,0.512,0.972,8.0,-2.366,1.0,0.143,0.0054,8.83e-06,0.205,0.155,128.014,264111.0,4.0
8197,A Wolf Amongst Ravens,['After The Burial'],spotify:track:7pwkMTD1dDqHZyCuUko2Aw,0.532,0.978,4.0,-2.667,0.0,0.176,0.00094,0.0022,0.46,0.121,124.018,323267.0,4.0
8198,Call Me V,['Shoot the Girl First'],spotify:track:0Va4YeDedc01EQo0kE97TH,0.416,0.96,4.0,-2.526,0.0,0.0961,0.00165,0.00502,0.455,0.121,175.064,288439.0,4.0
